lon,lat
-118.4292261,34.0229398
-118.3125418,34.0679238
-118.4842978,34.2146769
-118.4665963,34.2173858
-118.2860601,33.7105555
-118.395726,34.2153113
-118.2306418,34.052866
-118.2994128,34.0595223
-118.2962837,34.0686264
-118.442882,34.039579
-118.319082,34.04743
-118.2554688,34.0444951
-118.4060076,34.2213096
-118.2320674,34.0522073
-118.4059044,33.9782559
-118.5333775,34.175471
-118.3073358,34.0786656
-118.3125418,34.0892032
-118.3487288,34.0965221
-118.2935619,34.0619691
-118.4223513,34.2000942
-118.2957128,34.0561059
-118.2823857,34.0615096
-118.4407707,33.9549451
-118.3336462,34.1027236
-118.4309666,34.0434572
-118.3927591,33.9786685
-118.2568908,34.040064
-118.2397793,34.0025436
-118.2912142,34.0085412
-118.4338574,34.047422
-118.3112632,34.1029601
-118.5367067,34.1812135
-118.3121765,34.0712954
-118.4281302,34.0664712
-118.4440868,34.1276063
-118.5268334,34.2007838
-118.3009421,34.0717831
-118.3189371,34.1068068
-118.4468396,34.1578961
-118.551639,34.2007072
-118.414789,34.144986
-118.3079422,34.1038465
-118.4678665,34.1611898
-118.3000515,34.103744
-118.5268556,34.2586884
-118.4400726,34.0216053
-118.2743602,33.7859973
-118.3887423,34.204171
-118.3724531,34.1499931
-118.318296,34.093566
-118.4877758,34.2126938
-118.4453968,34.161721
-118.273538,33.9574051
-118.5760594,34.2410906
-118.3927135,34.1476988
-118.4140887,34.1822757
-118.601955,34.2310187
-118.5896792,34.1827961
-118.3129004,34.1009527
-118.3210585,34.0588938
-118.2575731,33.9831531
-118.3034996,34.0973031
-118.2394138,34.0172111
-118.362222,34.0770876
-118.3010791,34.2590646
-118.3644936,34.1935905
-118.2783312,34.1128666
-118.589526,34.1814367
-118.4518386,34.2088802
-118.3968671,34.2092358
-118.570018,34.2087884
-118.3027689,34.0562838
-118.4305945,34.2165988
-118.2183968,34.0216423
-118.309637,34.062408
-118.3127259,34.0593254
-118.2968318,34.0572068
-118.3683373,34.2174813
-118.3493435,34.06095
-118.4540034,34.2315729
-118.3589328,34.173195
-118.2866925,33.982803
-118.290877,34.1110447
-118.5855199,34.2421864
-118.2191279,34.021941
-118.4992767,34.2642243
-118.3312625,33.9844975
-118.4507638,34.1645749
-118.4525433,34.1829313
-118.4416377,34.0496453
-118.4303435,34.2108546
-118.3932657,34.1442099
-118.5784435,34.2065705
-118.4029643,34.2447829
-118.2823452,34.0658899
-118.2838082,34.066994
-118.4206459,34.1579362
-118.2924016,33.8503045
-118.2523074,34.044247
-118.376055,34.067796
-118.4796673,34.1942767
-118.4512175,34.0403636
-118.4141881,34.1548667
-118.2434341,33.7901087
-118.2560675,34.0116453
-118.4655791,34.2062132
-118.5879135,34.2377677
-118.453813,34.1541177
-118.3750936,34.1633078
-118.3796435,34.2493612
-118.4246555,34.0589483
-118.2887811,34.1087875
-118.4394474,34.3104248
-118.2777246,34.051201
-118.452468,34.1870233
-118.4686667,34.1658572
-118.468825,34.078914
-118.2652246,34.0411645
-118.284084,34.069332
-118.4002904,34.0552283
-118.1665745,34.0751302
-118.4466938,34.160601
-118.2984759,34.086
-118.2337486,34.0355987
-118.4133437,34.0291586
-118.4007012,34.1654654
-118.4371658,34.0230188
-118.5889393,34.1949036
-118.2667092,34.0531414
-118.1853356,34.1046689
-118.4589532,34.0316989
-118.2837694,34.0495045
-118.4312106,34.0391703
-118.5576633,34.2296068
-118.3785629,34.0586771
-118.285764,34.0749708
-118.5018532,34.1636546
-118.4189573,34.1506522
-118.3823659,34.0718506
-118.5368435,34.2164045
-118.397213,34.054462
-118.264289,34.0530018
-118.336428,34.0976657
-118.5556983,34.232015
-118.3350997,34.0985154
-118.1964781,34.0713652
-118.31365,34.260003
-118.4628094,34.0474414
-118.502544,34.1678699
-118.4691955,34.2423921
-118.5235536,34.1675187
-118.3400766,34.0876327
-118.3356019,34.0478754
-118.443109,34.165109
-118.595599,34.2375851
-118.2976995,34.0930272
-118.294531,34.070067
-118.3476152,34.0630705
-118.437257,34.1800329
-118.5981407,34.2222756
-118.4317218,34.164384
-118.2759784,34.0140691
-118.3623153,34.0793841
-118.4625585,34.0417679
-118.4027573,34.1885237
-118.2744097,33.9980596
-118.3070587,34.0553982
-118.2573676,34.0676973
-118.4442843,34.031068
-118.207589,34.01838
-118.4165841,34.2930186
-118.5289536,34.1719198
-118.2556317,34.0497206
-118.5970315,34.1887255
-118.2400715,34.0074886
-118.4742319,33.9962835
-118.5166085,34.1622902
-118.3225882,34.056051
-118.3697042,34.2324422
-118.6056249,34.1771165
-118.2945482,34.0652191
-118.4492123,34.1584225
-118.3654612,34.2295819
-118.4754929,33.989232
-118.5008769,34.2289649
-118.366857,34.1383126
-118.4498056,34.0327596
-118.4004273,34.2532829
-118.3707886,34.2170034
-118.3933982,34.1562755
-118.4530909,34.0698311
-118.3432295,34.0898456
-118.390189,33.975398
-118.4490383,34.2346793
-118.50145,34.2556599
-118.405699,34.1667058
-118.3118207,34.0812116
-118.5427424,34.1794654
-118.288071,34.0316979
-118.5849957,34.2380289
-118.454916,34.2259164
-118.3057354,34.0681901
-118.3610844,34.0580604
-118.3930616,34.1671791
-118.2686962,34.0534261
-118.414074,34.1640616
-118.414337,33.979379
-118.5887804,34.1906279
-118.2670974,34.0443397
-118.2633407,34.0450919
-118.5613164,34.1722601
-118.3374002,34.0115585
-118.289371,34.029713
-118.6011603,34.2631918
-118.4644709,34.0540713
-118.388651,33.9756152
-118.4278565,33.971923
-118.2748349,34.0195003
-118.366518,34.162
-118.2882076,34.0663682
-118.2886108,34.0546184
-118.4543685,34.2116887
-118.2886598,34.0521944
-118.3330007,34.1049607
-118.3273384,34.0939803
-118.2914227,33.9630389
-118.2504924,34.0650698
-118.4843434,34.1994625
-118.2010788,34.0391253
-118.3292537,34.0440627
-118.5966836,34.2368487
-118.383274,34.0761134
-118.4669771,34.1537172
-118.232054,34.065295
-118.4693338,34.1943477
-118.3486603,34.0258041
-118.464541,33.9877193
-118.4668245,34.1689142
-118.4695163,34.2289386
-118.2858247,34.0717588
-118.4129786,34.0290103
-118.3057802,34.1038583
-118.4273739,33.9821464
-118.4473872,34.155522
-118.2184347,34.0202992
-118.4652718,34.2245104
-118.4710188,34.2313027
-118.393995,34.1414692
-118.256511,34.0508721
-118.4469309,34.2399386
-118.5759682,34.2373663
-118.4668245,34.1689142
-118.4413639,33.9910865
-118.535101,34.1758716
-118.4841477,34.1918861
-118.4706113,34.2323328
-118.466277,34.2338648
-118.2831354,33.9179775
-118.4710188,34.2313027
-118.3215127,34.0397556
-118.3032256,34.0645715
-118.3445968,34.1012553
-118.394309,34.1420375
-118.2544343,34.0511086
-118.2913187,33.9231277
-118.3847939,34.1871739
-118.264489,33.976505
-118.3088428,33.7799474
-118.2686962,34.0551069
-118.344372,34.100644
-118.3362594,34.101925
-118.3056004,34.0567766
-118.5086315,34.172039
-118.4371658,34.0230188
-118.431645,34.190655
-118.3314011,34.1104061
-118.5818498,34.2497086
-118.4668245,34.1691988
-118.4144391,34.1833776
-118.4842428,34.2158011
-118.4058587,34.0282366
-118.6314472,34.1611351
-118.4556917,34.2267983
-118.3056004,34.0567766
-118.2434798,34.0455446
-118.541297,34.171171
-118.5617421,34.2023682
-118.3051437,34.0960122
-118.3963293,33.9506005
-118.4487789,34.3236386
-118.2881541,34.255554
-118.4354317,34.1799333
-118.457973,34.1972508
-118.2624838,33.976102
-118.2386801,34.031959
-118.401614,34.1717861
-118.4011247,34.0259123
-118.4507222,34.2418111
-118.2752509,34.0857009
-118.4450709,34.2044452
-118.4526463,34.2154511
-118.466638,34.0396938
-118.454551,34.223295
-118.4567867,34.2218138
-118.5120068,34.1719189
-118.4657421,34.2182374
-118.415717,34.0250436
-118.5190109,34.1699613
-118.4165415,34.0254035
-118.348248,34.103791
-118.4143073,34.1973172
-118.3203336,34.03931
-118.4456533,34.1980391
-118.3069753,34.0112046
-118.4540034,34.2231138
-118.4724362,34.2202225
-118.3764224,34.1635554
-118.3486109,34.0621486
-118.541383,34.1794075
-118.5962793,34.217368
-118.343916,34.040148
-118.2423834,34.0213165
-118.5215218,34.1717714
-118.3927829,34.1580908
-118.2491976,34.0316616
-118.413015,34.1798639
-118.2945482,34.0794612
-118.33014,34.021253
-118.3139118,34.0322921
-118.4288604,34.2616462
-118.2975625,34.0651863
-118.379343,34.1415913
-118.3344148,34.0912893
-118.3307159,34.1035314
-118.2907118,34.2545143
-118.299572,34.0652444
-118.587733,34.245925
-118.4598894,34.1808813
-118.5350649,34.2396263
-118.306611,34.07793
-118.3711528,34.1431429
-118.2692665,34.0621177
-118.6023197,34.2183285
-118.3520846,34.0957015
-118.4418307,33.9560214
-118.2861901,34.0726278
-118.414484,34.150052
-118.2710298,33.7782739
-118.4029034,34.2535478
-118.2476828,34.0444972
-118.4717519,34.0645374
-118.2010788,34.0391253
-118.4186378,33.9582153
-118.4300925,34.2026353
-118.6051505,34.2087091
-118.3317892,34.0959652
-118.4347195,34.0383322
-118.3257649,34.1019345
-118.2646308,33.9768087
-118.5991758,34.1850257
-118.2257531,34.0537234
-118.2964892,34.094516
-118.601955,34.2086925
-118.3964563,34.0261946
-118.4051285,33.9663242
-118.4514482,34.0640089
-118.4622163,34.1934275
-118.3079816,34.1016142
-118.5030921,34.2273267
-118.2624381,34.0404585
-118.2835867,34.0660361
-118.1730189,34.0864591
-118.3046141,34.1026488
-118.4017966,34.0220956
-118.2772835,34.0542447
-118.284832,34.0538669
-118.5422705,34.179488
-118.2856237,34.1117834
-118.2710815,34.0514937
-118.2553576,34.0425841
-118.3968671,34.1702629
-118.2881541,34.0320013
-118.4656839,34.1704346
-118.4464307,34.0454601
-118.4684898,34.0441538
-118.358042,34.136443
-118.4660247,34.2264071
-118.4019792,34.0223698
-118.5419968,34.1794774
-118.4475819,33.9962366
-118.5354459,34.2491208
-118.4017966,34.0220956
-118.5209721,34.1637588
-118.5930196,34.2347193
-118.5357846,34.2448653
-118.2934758,33.7480294
-118.4650451,34.3065582
-118.4075018,34.0294244
-118.4235666,34.0158743
-118.5728298,34.2197368
-118.269064,34.060253
-118.2692153,34.0166911
-118.465912,34.1625965
-118.3520846,34.0957015
-118.391817,34.1803359
-118.3113825,34.0592996
-118.4668355,34.1959888
-118.448157,34.1918623
-118.4410052,34.03738
-118.2938175,34.0591601
-118.3013988,34.0583866
-118.591902,34.2023461
-118.2921708,34.0582882
-118.4422766,34.0366906
-118.3061377,34.0801011
-118.264448,34.035314
-118.4416377,34.059
-118.307441,34.056227
-118.292239,34.103518
-84.8071547,43.5089475
-118.3142772,34.2601886
-118.3125553,34.058551
-118.5004602,34.1692099
-118.4621707,34.0391269
-118.2496472,34.117592
-118.3487288,34.0965221
-118.5377489,34.2025358
-118.5274957,34.1736342
-118.3865513,33.9469195
-118.3796346,33.955492
-118.307821,34.091032
-118.2012159,34.1197429
-118.3671504,34.1947788
-118.2897417,34.1088415
-118.4632657,34.1516838
-118.2330409,34.0468391
-118.46103,34.181512
-118.1994961,34.030703
-118.4436455,34.0362667
-118.308546,34.0330525
-118.3342777,34.111576
-118.3754588,34.1489138
-118.2980909,34.0717503
-118.6063286,34.2032562
-118.450417,34.220045
-118.404759,34.1483494
-118.4525313,34.2089532
-118.2364899,34.0393999
-118.270545,34.0190709
-118.4129231,34.1500919
-118.5197636,34.1630761
-118.3487989,34.104363
-118.2999623,34.0588019
-118.2359822,34.038894
-118.3708938,34.2134056
-118.5280391,34.0478815
-118.4004273,34.2002762
-118.4617172,34.0526916
-118.2900295,34.1085153
-118.445132,34.056646
-118.2456091,34.051382
-118.4436455,34.0362667
-118.37765,34.0591459
-118.2565453,34.0479718
-118.2730436,33.9578241
-118.4476241,34.1538528
-118.2831756,33.9105689
-118.3478853,34.0609251
-118.4417825,33.9897981
-118.5989006,34.2129357
-118.3852275,34.1645987
-118.2491976,34.0316616
-118.235178,34.038475
-118.222904,34.020998
-118.4273739,33.9821464
-118.2633908,33.9886572
-118.3083481,34.07138
-118.4483454,34.2066609
-118.30573,34.064269
-118.3491625,34.1003516
-118.2357896,34.1034481
-118.4436455,34.0362667
-118.2029295,34.0408873
-118.2871036,34.0208559
-118.3424051,34.1044472
-118.40595,34.1602723
-118.3120652,34.0681373
-118.3076098,34.0656362
-118.3395287,34.2646729
-118.6054269,34.1779823
-118.6005874,34.2443601
-118.4384642,33.9887418
-118.2544405,34.0445691
-118.4011247,34.0259123
-118.255866,34.035706
-118.3870227,34.16175
-118.3476106,34.1048983
-118.2978822,34.0977074
-118.3073358,34.0566631
-118.4958392,34.2007919
-118.463901,34.0407594
-118.182525,34.1433988
-118.5935676,34.2494068
-118.23341,34.065474
-118.458743,34.000742
-118.4335478,34.1500375
-118.4759948,34.1563429
-118.3607133,34.1550501
-118.576048,34.2395834
-118.3792524,33.9484339
-118.4011119,34.2596945
-118.3016728,34.0547171
-118.396897,34.0273309
-118.4919426,34.1922849
-118.4462008,34.1840095
-118.429223,34.1864335
-118.2599257,33.9847498
-118.4596755,34.2087726
-118.4519469,34.2256327
-118.3893814,34.2088814
-118.4302294,34.0287597
-118.4337433,34.2103381
-118.2686048,34.074017
-118.2906204,34.0604387
-118.2027107,34.0626204
-118.3741222,34.1604852
-118.2252505,34.0831063
-118.2628723,33.9817503
-118.4310786,34.0536783
-118.6040951,34.197608
-118.5899651,34.1870459
-118.4018879,34.2529155
-118.2417895,34.0212642
-118.232881,34.037359
-118.4004273,34.2002762
-118.2533125,34.0430752
-118.3032256,34.0645715
-118.5967712,34.1768381
-118.384342,34.219943
-118.2720764,34.0258459
-118.3936845,34.1458042
-118.5912601,34.2358021
-118.4864721,34.213485
-118.4496098,34.2408319
-118.4918249,34.1927066
-118.4921632,34.1929872
-118.2315556,34.0150033
-118.3723335,34.1631108
-118.4658207,34.1689275
-118.4593418,34.0497525
-118.4614407,34.0443477
-118.4253008,34.2009271
-118.3587601,33.9829196
-118.4029643,34.2447829
-118.3222441,34.0514242
-118.5368891,34.2586223
-118.4087569,34.2769007
-118.374964,34.086242
-118.4057674,34.1809257
-118.3826226,33.9520773
-118.4509585,34.2396849
-118.2516667,34.0456805
-118.4533874,34.0477117
-118.4842428,34.2158011
-118.4476154,34.03315
-118.4340399,34.3067445
-118.4418856,34.1650848
-118.4873065,34.1565846
-118.1942699,34.0137053
-118.3458781,34.0646238
-118.2776447,34.0317305
-118.4040331,34.2786682
-118.246824,34.0171147
-118.232493,34.040412
-118.3125418,34.0679238
-118.254461,34.034732
-118.4798972,34.3098974
-118.4013858,34.0315183
-118.4658663,34.1976164
-118.396026,34.17762
-118.248254,34.037337
-118.4861216,34.2148114
-118.4159938,34.0257009
-118.266161,34.0610819
-118.2745632,34.1067286
-118.4222432,34.2055686
-118.3915267,34.2395184
-118.5984265,34.2131656
-118.2840674,33.953267
-118.2454214,34.0669343
-118.3032256,33.8587952
-118.2937261,34.0603032
-118.2208185,34.047506
-118.3728165,34.0386851
-118.2763201,34.0189009
-118.4874822,34.2129203
-118.4861216,34.2148114
-118.3414273,34.1009023
-118.2787451,34.0738866
-118.2808462,34.0638395
-118.2827604,34.0573688
-118.3638406,34.0994525
-118.4861216,34.2148114
-118.4039563,34.0190266
-118.2333827,34.0229971
-118.3086169,34.0079806
-118.1962604,34.1040563
-118.275036,34.0683792
-118.3672873,34.1677835
-118.4302294,34.2169302
-118.290551,33.94604
-118.5337384,34.1995973
-118.2024153,34.0616966
-118.1990423,34.0157437
-118.3586285,34.0016254
-118.3635895,34.2260995
-118.5850025,34.2493548
-118.4444669,33.9896674
-118.310874,34.054145
-118.3516693,34.1013654
-118.3044135,34.0561758
-118.4972533,34.2571985
-118.6033226,34.1867324
-118.277757,34.039288
-118.2680338,34.0588539
-118.5251823,34.1659078
-118.3414273,34.1009023
-118.4444669,33.9896674
-118.3667395,34.1709569
-118.288014,34.257591
-118.4668355,34.1959888
-118.3727654,34.199
-118.3782028,34.0714069
-118.5864916,34.2495167
-118.328617,34.0905257
-118.2912142,34.0085412
-118.5984265,34.2131656
-118.2918992,34.0067289
-118.3024492,34.0512822
-118.1961663,34.0740375
-118.6056249,34.1771165
-118.4711127,34.1549601
-118.5323549,34.179637
-118.4444669,33.9896674
-118.3865969,34.1964447
-118.2921733,34.0771743
-118.3228622,34.0308555
-118.2555796,34.0418415
-118.4130356,33.9798897
-118.3048043,34.0365569
-118.2646308,33.9852996
-118.4773634,34.2143514
-118.4468679,34.1684239
-118.3069704,34.0537136
-118.222904,34.020998
-118.2837599,34.0189311
-118.2763201,34.0189009
-118.2709344,34.139871
-118.283541,33.9098366
-118.4495337,34.1645208
-118.290551,33.94604
-118.3880576,34.2137255
-118.5546394,34.2079778
-118.2487792,33.989609
-118.4448775,34.0429541
-118.2763201,34.0189009
-118.3769725,34.0558379
-118.5416631,34.1794796
-118.3473415,34.0989787
-118.26344,33.977296
-118.30012,34.062947
-118.4813828,34.2151122
-118.4217412,34.2370257
-118.4514499,33.9628433
-118.2786953,34.070445
-118.3921201,34.2367749
-118.2176201,34.1387378
-118.4217412,34.2370257
-118.2828102,33.8635188
-118.4096925,34.0192753
-118.2369572,34.0644266
-118.2703821,34.0218188
-118.3140032,34.0467546
-118.3689916,34.1623008
-118.3585257,34.0703835
-118.4004504,34.1502662
-118.4489417,34.1516673
-118.225914,34.03999
-118.3074326,34.0732054
-118.3298943,34.1013378
-118.3274759,33.9789113
-118.3398457,34.0078418
-118.4451057,34.0551702
-118.382388,34.073011
-118.1873693,34.1372326
-118.365233,34.0976043
-118.4092818,34.0294978
-118.5867715,34.2422712
-118.4681054,34.0491267
-118.4635748,34.1716934
-118.2634659,34.0576323
-118.4543806,34.0423285
-118.5876432,34.2423208
-118.5722294,34.2020269
-118.1794228,34.113338
-118.4122027,34.2966745
-118.606468,34.2139675
-118.5238089,34.1669609
-118.2550672,34.0496413
-118.320021,34.059267
-118.3413094,34.0883238
-118.341075,34.087675
-118.4578589,34.1823267
-118.4277651,34.0641644
-118.3900432,34.067855
-118.2928127,34.1046135
-118.4134366,34.1545497
-118.6244264,34.1893299
-118.4627638,34.1717338
-118.5366155,34.1782041
-118.2895014,34.0324054
-118.5287712,34.0488147
-118.352184,34.157872
-118.266161,34.0610819
-118.3868708,34.184316
-118.305783,34.0570511
-118.402892,34.0539758
-118.1794228,34.113338
-118.1730189,34.0864591
-118.3491926,34.0989496
-118.2845374,33.9021002
-118.3298943,34.1013378
-118.2893959,34.0947424
-118.6035961,34.2180049
-118.5033202,34.2252347
-118.2688685,34.0634029
-118.3447811,34.0671355
-118.5968199,34.2592579
-118.3284377,34.102902
-118.3501213,34.015195
-118.3750936,34.1633078
-118.458577,34.3054142
-118.291233,33.9939168
-118.4141881,34.1548667
-118.3094961,34.0818821
-118.2568792,34.0417948
-118.6070737,34.2008207
-118.4317939,34.1991508
-118.3952239,34.2031012
-118.3884216,34.2514258
-118.3101144,34.064424
-118.2934978,33.8517959
-118.4527622,34.2130707
-118.4373483,34.0599979
-118.358567,34.0620864
-118.2921764,34.0703206
-118.5031141,34.2263694
-118.358567,34.0620864
-118.3949672,34.1439246
-118.358567,34.0620864
-118.2909401,34.0920829
-118.3250514,34.1039959
-118.3045043,34.0663323
-118.3617633,34.1459563
-118.4196515,34.1579625
-118.300909,34.0620397
-118.5207441,34.1678474
-118.2742689,33.9953515
-118.4029643,34.2447829
-118.570132,34.1699278
-118.3008666,34.1001825
-118.2576695,34.0439648
-118.2867382,34.064489
-118.4372114,34.2321328
-118.3905225,34.0545591
-118.4415465,34.0454303
-118.32563,34.106473
-118.1953666,34.014394
-118.4627909,34.1522918
-118.2838735,34.0667719
-118.5890731,34.2325539
-118.2264156,34.1219657
-118.3712564,34.1613433
-118.2814857,34.0668008
-118.3925309,34.1718714
-118.4459141,34.047484
-118.4383,34.042601
-118.5394198,34.1710895
-118.4636577,34.3065126
-118.4144391,34.1833776
-118.253788,34.034538
-118.2545539,34.0464157
-118.3113088,33.987511
-118.525305,34.2578047
-118.4407707,33.9549451
-118.3007594,34.0739089
-118.3265299,34.1510578
-118.305783,34.0570511
-118.2673987,34.0620527
-118.3073575,34.1049636
-118.5240279,34.2584466
-118.4237688,34.0171491
-118.4523152,34.0692668
-118.5903048,34.23703
-118.2914378,33.9027332
-118.1664569,34.0737598
-118.3663743,34.1700898
-118.5835367,34.2411094
-118.4489487,34.1889071
-118.2817597,34.030155
-118.3865057,34.1851266
-118.4336064,34.1490854
-118.3696612,34.1611156
-118.324863,34.0612785
-118.4388998,34.0432166
-118.3546413,34.0955408
-118.4190501,33.9797681
-118.3096833,34.1031415
-118.5982168,34.241932
-118.3988754,34.1664034
-118.536993,34.203231
-118.4118376,34.0184572
-118.4463439,34.1725219
-118.5984783,34.2185005
-118.335955,34.0328494
-118.4236978,34.0581902
-118.2830386,34.0308765
-118.2892502,34.05798
-118.269008,33.7799166
-118.6074378,34.2086799
-118.4313883,34.0519496
-118.2823992,33.9979688
-118.5235827,34.1662497
-118.2978418,34.0557631
-118.5144259,34.0380341
-118.4947685,34.3217384
-118.2369773,34.0531448
-118.2995948,34.067059
-118.4682388,34.2697874
-118.4675088,34.1943288
-118.5798836,34.1682927
-118.4664595,34.1686868
-118.4469994,34.0419611
-118.46103,34.181512
-118.5319394,34.1958128
-118.3468819,34.1030841
-118.4533646,34.2201623
-118.4397212,34.1762186
-118.3704601,33.9751864
-118.2038205,34.1081714
-118.4499881,34.1696813
-118.1714649,34.0874859
-118.2512196,34.0412444
-118.2218128,34.0642849
-118.521649,34.165538
-118.3185896,34.0994266
-118.2323477,34.0975514
-118.3343745,34.1028598
-118.418237,34.0336387
-118.4768616,34.3017013
-118.3076064,34.0250692
-118.3758014,34.0537557
-118.4315414,34.2069109
-118.4569698,34.1572937
-118.4715694,34.0652227
-118.4423361,34.2118694
-118.6024838,34.2318856
-118.2733553,34.0601071
-118.3789281,34.0585856
-118.4516307,34.2106225
-118.232979,34.051507
-118.432899,34.2023879
-118.450163,34.042416
-118.5479708,34.2295425
-118.4181689,33.9780603
-118.444695,34.0546738
-118.3907234,34.0275246
-118.220979,34.0316908
-118.3873729,34.2240775
-118.3603937,34.0366702
-118.2939088,34.0664191
-118.2808462,34.0638395
-118.4416377,34.059
-118.4389534,34.1535281
-118.3384218,34.0067224
-118.5824425,34.2324568
-118.4917337,34.1578646
-118.3092771,33.8566419
-118.3975061,34.1875942
-118.4969934,34.158004
-118.4497211,34.2366658
-118.4117007,34.0291709
